dis ; ang ; K_true ; K_estim ; dist_estim
1 ; 0 ; 0.16922633697944287 ; 0.15549764689182546 ; 1.0 ; 0.997320372940245
1 ; 0 ; 0.16931102152340824 ; 0.155482619324181 ; 1.0 ; 0.9970801634845635
1 ; 0 ; 0.16895894647396392 ; 0.1547946376379381 ; 1.0 ; 0.9958952012644396
1 ; 0 ; 0.16892377366415492 ; 0.1554691097555463 ; 1.0 ; 0.998083351699166
1 ; 0 ; 0.16924923325922112 ; 0.1552468548103316 ; 1.0 ; 0.9964567988263572
1 ; 0 ; 0.1686837177783071 ; 0.15497189392304656 ; 1.0 ; 0.9971949053944267
1 ; 0 ; 0.16946658001522188 ; 0.15570479247394337 ; 1.0 ; 0.9972343980444103
1 ; 0 ; 0.16923214072810833 ; 0.15540530777322317 ; 1.0 ; 0.9969826040694495
1 ; 0 ; 0.16923180562376064 ; 0.1552945119393172 ; 1.0 ; 0.9966461756310054
1 ; 0 ; 0.16892625332016234 ; 0.1552799247135817 ; 1.0 ; 0.9974945435587254
1 ; 0 ; 0.16911255143684498 ; 0.1553540255110085 ; 1.0 ; 0.997156841909145
1 ; 0 ; 0.1689669057815606 ; 0.1550775488465206 ; 1.0 ; 0.996719933761762
1 ; 0 ; 0.16951060676803056 ; 0.15547853283307192 ; 1.0 ; 0.9964085884958033
1 ; 0 ; 0.16905369531406084 ; 0.1551602395437377 ; 1.0 ; 0.996761407785822
1 ; 0 ; 0.16937039551017743 ; 0.15550956941203428 ; 1.0 ; 0.9969185729012644
1 ; 0 ; 0.16879764711071873 ; 0.15501232233515774 ; 1.0 ; 0.9970131802427818
1 ; 0 ; 0.1691053340907524 ; 0.15523099264585136 ; 1.0 ; 0.9968483431269295
1 ; 0 ; 0.1686303950677368 ; 0.15461448115381463 ; 1.0 ; 0.9962562806164814
1 ; 0 ; 0.16981731286687718 ; 0.15596742830427998 ; 1.0 ; 0.9970911253844661
1 ; 0 ; 0.16896923759565358 ; 0.1589681285314367 ; 1.0 ; 1.0091711373036678
5 ; 0 ; 0.1688065095474848 ; 0.15599321632914182 ; 5.0 ; 4.814350419696215
5 ; 0 ; 0.1686363402283167 ; 0.16392163371643034 ; 5.0 ; 4.9374057514363
5 ; 0 ; 0.1691869656061799 ; 0.15718311116795342 ; 5.0 ; 4.827249965079666
5 ; 0 ; 0.16935354149635998 ; 0.16435972803761795 ; 5.0 ; 4.933591575290825
5 ; 0 ; 0.16905761730879115 ; 0.15910941943036747 ; 5.0 ; 4.858371159661792
5 ; 0 ; 0.16933792013913168 ; 0.1519423150336401 ; 5.0 ; 4.743859968574556
5 ; 0 ; 0.16889924146645935 ; 0.15704707853095148 ; 5.0 ; 4.829041250156102
5 ; 0 ; 0.1691878089100349 ; 0.16458517301627354 ; 5.0 ; 4.939432282798785
5 ; 0 ; 0.16962097675499588 ; 0.1580336482508838 ; 5.0 ; 4.8340443599096865
5 ; 0 ; 0.16891416583157992 ; 0.16509764448129705 ; 5.0 ; 4.950904012976316
5 ; 0 ; 0.16943348242319745 ; 0.16412258466760676 ; 5.0 ; 4.9286759499654735
5 ; 0 ; 0.16892239626598762 ; 0.1601025288027911 ; 5.0 ; 4.875495896844239
5 ; 0 ; 0.16929104882476273 ; 0.16417906287039555 ; 5.0 ; 4.931771498928493
5 ; 0 ; 0.16893227088467017 ; 0.1556743773750617 ; 5.0 ; 4.807476346261143
5 ; 0 ; 0.16910920369737126 ; 0.16462586784589228 ; 5.0 ; 4.94101783774419
5 ; 0 ; 0.16940066125055547 ; 0.1614214033813273 ; 5.0 ; 4.88865417050394
5 ; 0 ; 0.16954829582464567 ; 0.1586983677882054 ; 5.0 ; 4.845024361277305
5 ; 0 ; 0.1692891439533789 ; 0.16008143499388997 ; 5.0 ; 4.870023606678956
5 ; 0 ; 0.16945787492045705 ; 0.16584038686337502 ; 5.0 ; 4.954162094832189
5 ; 0 ; 0.1686714411123299 ; 0.15780108264125617 ; 5.0 ; 4.843937258605148
10 ; 0 ; 0.169417146403071 ; 0.16559894862186555 ; 10.0 ; 9.89036490192649
10 ; 0 ; 0.16946793126468376 ; 0.15148793966414847 ; 10.0 ; 9.458340947038437
10 ; 0 ; 0.1689317866409715 ; 0.13848899224336003 ; 10.0 ; 9.057683594867175
10 ; 0 ; 0.16930942904029675 ; 0.1679775212293815 ; 10.0 ; 9.964096688219668
10 ; 0 ; 0.16889705369337288 ; 0.15273092569169158 ; 10.0 ; 9.512941261473456
10 ; 0 ; 0.16906799862185073 ; 0.1645168780520576 ; 10.0 ; 9.868120408928558
10 ; 0 ; 0.16867643539712784 ; 0.15159196306184097 ; 10.0 ; 9.483893740058022
10 ; 0 ; 0.16893259552538087 ; 0.15258891231290703 ; 10.0 ; 9.507928347647606
10 ; 0 ; 0.16960185054584043 ; 0.11750598338661289 ; 10.0 ; 8.32708000583151
10 ; 0 ; 0.16954038437975671 ; 0.1480413488056636 ; 10.0 ; 9.348264266541294
10 ; 0 ; 0.16864586236799778 ; 0.1523318185757265 ; 10.0 ; 9.507910402883342
10 ; 0 ; 0.16877447488664282 ; 0.12590471353126273 ; 10.0 ; 8.641061381387956
10 ; 0 ; 0.16907027846945857 ; 0.1323460665109596 ; 10.0 ; 8.851275722338949
10 ; 0 ; 0.1696106897434918 ; 0.15209306927056682 ; 10.0 ; 9.473298632568783
10 ; 0 ; 0.16913574497488076 ; 0.14157741749289665 ; 10.0 ; 9.152759517624474
10 ; 0 ; 0.16852497884912854 ; 0.15441696301751906 ; 10.0 ; 9.576113692975595
10 ; 0 ; 0.16866744953687843 ; 0.1313518226224197 ; 10.0 ; 8.828607711853635
10 ; 0 ; 0.1692802767193202 ; 0.15371597230645165 ; 10.0 ; 9.53313663708371
10 ; 0 ; 0.16939606361977672 ; 0.1582479424002248 ; 10.0 ; 9.668843850056394
10 ; 0 ; 0.16900969429615378 ; 0.13307875548977605 ; 10.0 ; 8.877410476650251
20 ; 0 ; 0.16843389960441485 ; 0.041955194812057596 ; 20.0 ; 9.982908687949951
20 ; 0 ; 0.1700121197300693 ; 0.04608348377628853 ; 20.0 ; 10.414514907304596
20 ; 0 ; 0.1700790821550111 ; 0.12392747356971033 ; 20.0 ; 17.07384698939378
20 ; 0 ; 0.16987940001201216 ; 0.07847684448375179 ; 20.0 ; 13.595104266152457
20 ; 0 ; 0.16927553659071093 ; 0.09034855714668169 ; 20.0 ; 14.61292339493317
20 ; 0 ; 0.16917283664270835 ; 0.07698711963677839 ; 20.0 ; 13.493571930750491
20 ; 0 ; 0.1698289596254654 ; 0.07491449938542102 ; 20.0 ; 13.285369039987682
