Array 	 Signal 	 Distance 	 Angle 	 Channel 	 Pnoise[W] 	 Psignal[W] 	 SNR_FAC 	 SNR_DB[db]
A4 	 CH 	 20 	 00 	 6 	 1.366932223629816e-05 	 0.0006012786272652359 	 43.98744991676122 	 37.83904364068169
A4 	 CH 	 20 	 00 	 7 	 1.3776185073692384e-05 	 0.0010028270239484198 	 72.79424736122796 	 42.87636932317062
A4 	 CH 	 20 	 22,5 	 average 	 1.032135470142979e-05 	 0.0005017170247173979 	 48.289188360570336 	 38.25172731390768
A4 	 CH 	 20 	 22,5 	 1 	 9.799588985309997e-06 	 0.0008371234324922763 	 85.42434113789467 	 44.476310852165014
A4 	 CH 	 20 	 22,5 	 2 	 1.2384633129017074e-05 	 0.0007021008235371976 	 56.691289618598574 	 40.376205766856614
A4 	 CH 	 20 	 22,5 	 3 	 1.0888319752752513e-05 	 0.0004741015992725344 	 43.54221863779156 	 37.737310108194166
A4 	 CH 	 20 	 22,5 	 4 	 9.514478549546518e-06 	 0.00036886845979066404 	 38.76917246381781 	 36.5762540669924
A4 	 CH 	 20 	 22,5 	 5 	 1.0410215143278025e-05 	 0.0005650496228229679 	 54.27838090241831 	 39.941260059001635
A4 	 CH 	 20 	 22,5 	 6 	 9.15306964764045e-06 	 0.00025078252858671727 	 27.398734877032858 	 33.10496839956984
A4 	 CH 	 20 	 22,5 	 7 	 9.448950905737816e-06 	 0.0003991111765397784 	 42.23867607327927 	 37.43336295944667
A4 	 CH 	 20 	 45 	 average 	 9.268969688457479e-06 	 0.0005679820183826995 	 61.53366094432333 	 40.79001509629484
A4 	 CH 	 20 	 45 	 1 	 9.090412122805135e-06 	 0.0008888256964199606 	 97.77617168644773 	 45.82680904067068
A4 	 CH 	 20 	 45 	 2 	 1.0013336790728055e-05 	 0.00048140777671005895 	 48.07665883722428 	 38.72796796074026
A4 	 CH 	 20 	 45 	 3 	 9.502735159601846e-06 	 0.0005752131332731206 	 60.53132320455213 	 41.031609699744614
A4 	 CH 	 20 	 45 	 4 	 8.58930646559192e-06 	 0.0005166865120539317 	 60.15462530342082 	 40.96918335614302
A4 	 CH 	 20 	 45 	 5 	 8.873987189374164e-06 	 0.000554297031295829 	 62.46313178810445 	 41.34576491297649
