Array 	 Signal 	 Distance 	 Angle 	 Channel 	 Pnoise[W] 	 Psignal[W] 	 SNR_FAC 	 SNR_DB[db]
A4 	 CH 	 20 	 45 	 6 	 8.581772752172753e-06 	 0.000384631784225682 	 44.81961889847293 	 38.02645965402069
A4 	 CH 	 20 	 45 	 7 	 1.0049500285089319e-05 	 0.00039237091692531287 	 39.043823652354426 	 36.646846986637115
A4 	 CH 	 20 	 67,5 	 average 	 1.9067147797043178e-05 	 0.0005056189205595909 	 26.160604498214184 	 32.311630138880346
A4 	 CH 	 20 	 67,5 	 1 	 2.4673377012737414e-05 	 0.0007278627892340142 	 29.499925723919407 	 33.84387745509364
A4 	 CH 	 20 	 67,5 	 2 	 2.084525526501668e-05 	 0.0007571810940290578 	 36.32390605932222 	 35.924760936366546
A4 	 CH 	 20 	 67,5 	 3 	 1.725269963806519e-05 	 0.0005808965528571834 	 33.669893120699356 	 35.16604058849541
A4 	 CH 	 20 	 67,5 	 4 	 1.2490689105277366e-05 	 0.00025361848885600754 	 20.304603430474682 	 30.108476303134395
A4 	 CH 	 20 	 67,5 	 5 	 2.1844986815307427e-05 	 0.000584537116961807 	 26.758410151669423 	 32.86848822122509
A4 	 CH 	 20 	 67,5 	 6 	 1.74523791345949e-05 	 0.0004442766174459455 	 25.45650733459487 	 32.36971401259926
A4 	 CH 	 20 	 67,5 	 7 	 1.7216635912386e-05 	 0.0003750900434887805 	 21.78648868440861 	 30.812899925299785
A4 	 CH 	 20 	 90 	 average 	 1.0621995310628497e-05 	 0.0005361519432810572 	 50.118780282684945 	 38.52356314803373
A4 	 CH 	 20 	 90 	 1 	 9.845165639198209e-06 	 0.0006037795801854345 	 61.32751873483018 	 41.162286612103
A4 	 CH 	 20 	 90 	 2 	 1.1685415596797498e-05 	 0.0009397853107659112 	 80.4237815061938 	 43.87309922325752
A4 	 CH 	 20 	 90 	 3 	 1.0668742252246019e-05 	 0.0007766741450358858 	 72.79903541323044 	 42.87702705296597
A4 	 CH 	 20 	 90 	 4 	 1.0237336193972482e-05 	 0.00027864562341185854 	 27.218567226103108 	 33.03899359030574
A4 	 CH 	 20 	 90 	 5 	 1.0619367072576815e-05 	 0.00041920729699838736 	 39.47573279399463 	 36.75686123465154
A4 	 CH 	 20 	 90 	 6 	 1.012614787583553e-05 	 0.0004461007283456005 	 44.05433673451977 	 37.854237978091454
A4 	 CH 	 20 	 90 	 7 	 1.1046984277060365e-05 	 0.0004421110721577591 	 40.02097414729065 	 36.89403670370848
A4 	 CH 	 40 	 00 	 average 	 1.5866752659420554e-05 	 0.00021107337512290915 	 13.454180100175286 	 25.44873620729494
A4 	 CH 	 40 	 00 	 1 	 1.5322026004795648e-05 	 0.0002729723471497229 	 17.815682277545093 	 28.800790962500823
A4 	 CH 	 40 	 00 	 2 	 1.696905385113082e-05 	 0.00026732139041995255 	 15.753464675470886 	 27.570603204746998
A4 	 CH 	 40 	 00 	 3 	 1.653843187233778e-05 	 0.00018881812960848328 	 11.416930641671108 	 24.35097397671017
A4 	 CH 	 40 	 00 	 4 	 1.3079910918538268e-05 	 0.00027322419185584997 	 20.888841946821444 	 30.392151382645718
A4 	 CH 	 40 	 00 	 5 	 1.7523890511364025e-05 	 0.0002567702441019433 	 14.65258208132669 	 26.846165712177417
A4 	 CH 	 40 	 00 	 6 	 1.576597399935142e-05 	 0.00014972726506255534 	 9.496861092674314 	 22.50961332711215
A4 	 CH 	 40 	 00 	 7 	 1.5967711985816514e-05 	 0.00016793669855982152 	 10.517267515157654 	 23.530184316656268
A4 	 CH 	 40 	 22,5 	 average 	 1.6655011748205235e-05 	 0.0001972630527342242 	 11.840400913104098 	 24.436413497367695
A4 	 CH 	 40 	 22,5 	 1 	 1.6277932332846208e-05 	 0.00019805846505002513 	 12.167298708471439 	 24.987519192125404
A4 	 CH 	 40 	 22,5 	 2 	 1.655482810536854e-05 	 0.000181621224477355 	 10.970891592553434 	 23.952455465134896
A4 	 CH 	 40 	 22,5 	 3 	 1.5960014604448262e-05 	 0.00026325856520289647 	 16.494882475202935 	 28.030501797811365
A4 	 CH 	 40 	 22,5 	 4 	 1.6683408886162907e-05 	 0.00013834814419431076 	 8.292558501581512 	 21.153585465722816
A4 	 CH 	 40 	 22,5 	 5 	 1.6129396907868508e-05 	 0.00019633079825378047 	 12.172234298357624 	 24.99157480810822
A4 	 CH 	 40 	 22,5 	 6 	 1.5818995186440454e-05 	 0.00012977038795710822 	 8.203453280543592 	 21.04555197392719
A4 	 CH 	 40 	 22,5 	 7 	 1.8453239384643484e-05 	 0.0002025133769675298 	 10.974407947910677 	 23.955660119854556
A4 	 CH 	 40 	 45 	 average 	 1.5537439199854244e-05 	 0.00017387417698441386 	 11.193546373740059 	 23.695577174575824
A4 	 CH 	 40 	 45 	 1 	 1.4405262477020984e-05 	 0.0001498010392634577 	 10.399049618319529 	 23.41714419117768
A4 	 CH 	 40 	 45 	 2 	 1.5881151536614402e-05 	 0.0002851228674686543 	 17.953538621635605 	 28.877872332007826
A4 	 CH 	 40 	 45 	 3 	 1.6240943948641373e-05 	 0.00017124323841355676 	 10.543921520514946 	 23.5554953468569
A4 	 CH 	 40 	 45 	 4 	 1.5493696238129123e-05 	 0.00018536526019360304 	 11.963914700833586 	 24.818950110894594
A4 	 CH 	 40 	 45 	 5 	 1.5471308725970713e-05 	 0.0001368159273862618 	 8.843203235715768 	 21.79649167995538
A4 	 CH 	 40 	 45 	 6 	 1.547212558364399e-05 	 0.00010104868693800821 	 6.531015172526105 	 18.76562394072944
A4 	 CH 	 40 	 45 	 7 	 1.6240741047570943e-05 	 0.00013730226160195495 	 8.45418698566656 	 21.346618199111838
A4 	 CH 	 40 	 67,5 	 average 	 1.4587830469633004e-05 	 0.00013575968805845364 	 9.340236123947186 	 21.86043182290718
A4 	 CH 	 40 	 67,5 	 1 	 1.300752148712086e-05 	 0.0001060883931387694 	 8.155926803104705 	 20.98744878064863
A4 	 CH 	 40 	 67,5 	 2 	 1.51960261963592e-05 	 0.00018604914006865511 	 12.243275818597262 	 25.049768735153997
A4 	 CH 	 40 	 67,5 	 3 	 1.551007553990809e-05 	 0.00013964949622864053 	 9.003792139459048 	 21.976458374225114
A4 	 CH 	 40 	 67,5 	 4 	 1.5071085873879568e-05 	 6.360538728586336e-05 	 4.220358626985263 	 14.399201071350252
A4 	 CH 	 40 	 67,5 	 5 	 1.3492075813619077e-05 	 0.00016358502126726917 	 12.124525797738574 	 24.952303265938916
A4 	 CH 	 40 	 67,5 	 6 	 1.5426108734459622e-05 	 0.00012105222104648936 	 7.847229857525688 	 20.601605851243363
A4 	 CH 	 40 	 67,5 	 7 	 1.4589988612885934e-05 	 0.00013081941040357826 	 8.96638194001317 	 21.93482243533641
A4 	 CH 	 40 	 90 	 average 	 1.1190661948854244e-05 	 0.00015231112452313423 	 13.629048972790972 	 25.723824246413443
A4 	 CH 	 40 	 90 	 1 	 1.1054188304113341e-05 	 0.00011066393030165497 	 10.011040816129045 	 23.036885655570988
A4 	 CH 	 40 	 90 	 2 	 1.1787726870608974e-05 	 0.00014868093492897988 	 12.613198164583762 	 25.34743739119651
A4 	 CH 	 40 	 90 	 3 	 1.136533440706666e-05 	 0.0002450903068611192 	 21.5647246339473 	 30.710588608992126
A4 	 CH 	 40 	 90 	 4 	 1.098871120288842e-05 	 0.00014976976379432887 	 13.62942032319144 	 26.12230715324319
A4 	 CH 	 40 	 90 	 5 	 1.0218754794462434e-05 	 0.00014555933374574964 	 14.244331787335632 	 26.563590582736825
A4 	 CH 	 40 	 90 	 6 	 1.0900259662556074e-05 	 0.0001076694877853064 	 9.877699350150918 	 22.902796253473753
A4 	 CH 	 40 	 90 	 7 	 1.2003384484616584e-05 	 0.00011208694352561546 	 9.3379449495486 	 22.34086201216375
A4 	 CH 	 60 	 00 	 average 	 6.217702585748964e-06 	 8.551030273308585e-05 	 13.891129943073762 	 26.138843408966487
A4 	 CH 	 60 	 00 	 1 	 5.549331294395273e-06 	 7.624820139043919e-05 	 13.74007017159861 	 26.20316393884409
A4 	 CH 	 60 	 00 	 2 	 7.57933881921376e-06 	 8.763750621302758e-05 	 11.5626848599069 	 24.477830905945787
A4 	 CH 	 60 	 00 	 3 	 6.0996186521780916e-06 	 0.00010633277392580728 	 17.432692105733082 	 28.58347300028393
A4 	 CH 	 60 	 00 	 4 	 5.8871551719398765e-06 	 9.205051855013797e-05 	 15.635823392065685 	 27.49564652910773
A4 	 CH 	 60 	 00 	 5 	 6.441772127275128e-06 	 7.161698387059143e-05 	 11.117590385937081 	 24.08528573429219
A4 	 CH 	 60 	 00 	 6 	 5.435345623059051e-06 	 9.588235925049005e-05 	 17.640526638033144 	 28.701989048967846
A4 	 CH 	 60 	 00 	 7 	 6.853138128439315e-06 	 9.1741257485866e-05 	 13.386751553300225 	 25.942655278282444
A4 	 CH 	 60 	 22,5 	 average 	 1.4777706676534955e-05 	 5.374275390108738e-05 	 3.647369403390862 	 12.406059881159347
A4 	 CH 	 60 	 22,5 	 1 	 1.4930056225591045e-05 	 7.86393293996905e-05 	 5.267182401155179 	 16.61495570840514
A4 	 CH 	 60 	 22,5 	 2 	 1.6281726481246717e-05 	 3.5080757272385054e-05 	 2.1546091756787003 	 7.676093501149004
A4 	 CH 	 60 	 22,5 	 3 	 1.4427038555786005e-05 	 8.014302616570481e-05 	 5.5550573221115584 	 17.147087420503343
A4 	 CH 	 60 	 22,5 	 4 	 1.3417217131881813e-05 	 3.582531226071094e-05 	 2.670100059391847 	 9.8211594713763
A4 	 CH 	 60 	 22,5 	 5 	 1.414614938084883e-05 	 5.62365052096699e-05 	 3.9753931402564806 	 13.801236464248728
A4 	 CH 	 60 	 22,5 	 6 	 1.3406149897806158e-05 	 3.817808554277228e-05 	 2.8478038686573175 	 10.465481248361
A4 	 CH 	 60 	 22,5 	 7 	 1.5666051822569418e-05 	 6.396156461950438e-05 	 4.082813292329192 	 14.067862832314313
A4 	 CH 	 60 	 45 	 average 	 1.7991972356956661e-06 	 6.529817466618973e-05 	 36.2608997782625 	 35.205456927202704
A4 	 CH 	 60 	 45 	 1 	 1.7822042137384128e-06 	 0.00011824292791568034 	 66.34645289478354 	 41.94890298833456
A4 	 CH 	 60 	 45 	 2 	 1.9857863703959337e-06 	 5.720636033675863e-05 	 28.80791266854783 	 33.60650094841973
A4 	 CH 	 60 	 45 	 3 	 1.9681190320539897e-06 	 6.263936640034676e-05 	 31.827021323488946 	 34.60315656126135
A4 	 CH 	 60 	 45 	 4 	 1.9357726467936735e-06 	 5.341775407864108e-05 	 27.595055735041942 	 33.176366166409
A4 	 CH 	 60 	 45 	 5 	 1.5866710819864186e-06 	 5.3311363575658165e-05 	 33.59950539270904 	 35.14511346405723
A4 	 CH 	 60 	 45 	 6 	 1.5773718689896904e-06 	 2.74471592974434e-05 	 17.400563454338357 	 28.565025881294225
A4 	 CH 	 60 	 45 	 7 	 1.7938410189237602e-06 	 6.329242225452413e-05 	 35.28318373079533 	 35.63406468869633
A4 	 CH 	 60 	 67,5 	 average 	 2.7849489896018755e-05 	 5.7431718815829545e-05 	 2.059396422088669 	 7.029889533770858
A4 	 CH 	 60 	 67,5 	 1 	 2.160922941424653e-05 	 3.9120149632037316e-05 	 1.8103445005885397 	 5.935171589838049
A4 	 CH 	 60 	 67,5 	 2 	 3.1570147687843947e-05 	 6.370432517642904e-05 	 2.0178659221463926 	 7.020404787659389
A4 	 CH 	 60 	 67,5 	 3 	 3.0300859776728614e-05 	 8.015757555309757e-05 	 2.6453894755375704 	 9.728183042007357
A4 	 CH 	 60 	 67,5 	 4 	 2.2955169456260127e-05 	 4.628301736685286e-05 	 2.016235055682892 	 7.012319384932438
A4 	 CH 	 60 	 67,5 	 5 	 2.936215561362222e-05 	 5.742844681922553e-05 	 1.955866169191689 	 6.708331486131799
A4 	 CH 	 60 	 67,5 	 6 	 3.055866577414046e-05 	 3.992884641568464e-05 	 1.306629245883944 	 2.674507263700514
A4 	 CH 	 60 	 67,5 	 7 	 2.63306156366079e-05 	 6.528882677614375e-05 	 2.479578437405451 	 9.080885608106605
A4 	 CH 	 60 	 90 	 average 	 1.2378656943505264e-05 	 6.711242627469911e-05 	 5.43621864448849 	 16.72160838274737
A4 	 CH 	 60 	 90 	 1 	 1.2247528092409938e-05 	 8.542300032941234e-05 	 6.974713565454147 	 19.422912609794928
A4 	 CH 	 60 	 90 	 2 	 1.273713067304376e-05 	 7.520339985752782e-05 	 5.9042653944569015 	 17.75675037923531
A4 	 CH 	 60 	 90 	 3 	 1.256929814158888e-05 	 5.561734308704528e-05 	 4.424856699279051 	 14.872378935917913
A4 	 CH 	 60 	 90 	 4 	 1.1986889293615169e-05 	 7.789525969543689e-05 	 6.498371494673592 	 18.71551606230397
A4 	 CH 	 60 	 90 	 5 	 1.1728989920183462e-05 	 7.328492389121883e-05 	 6.248187132048667 	 18.322913628008855
A4 	 CH 	 60 	 90 	 6 	 1.191805439255093e-05 	 4.41676685904514e-05 	 3.7059462170316366 	 13.099386153540944
A4 	 CH 	 60 	 90 	 7 	 1.3499298332013855e-05 	 6.039564607235075e-05 	 4.473984098056509 	 14.982793087604387
A4 	 CH 	 80 	 00 	 average 	 1.659240358277645e-05 	 3.4328079360549315e-05 	 2.085279962965265 	 7.188443848935631
A4 	 CH 	 80 	 00 	 1 	 1.6182296932016124e-05 	 3.366081183857171e-05 	 2.0801009881344434 	 7.324164445223302
A4 	 CH 	 80 	 00 	 2 	 1.7623166804733644e-05 	 4.3112243491404824e-05 	 2.446339183478915 	 8.945926962854362
A4 	 CH 	 80 	 00 	 3 	 1.6332133591903455e-05 	 3.9390086186035346e-05 	 2.4118150861540046 	 8.803796118108403
A4 	 CH 	 80 	 00 	 4 	 1.4089302384283633e-05 	 3.863295656417419e-05 	 2.7420063471182625 	 10.086898959143447
A4 	 CH 	 80 	 00 	 5 	 1.6345012540133008e-05 	 3.0160485484347062e-05 	 1.845240889861173 	 6.1260983258019595
A4 	 CH 	 80 	 00 	 6 	 1.5918631548380726e-05 	 2.6384021528845777e-05 	 1.6574302538919943 	 5.0526836309267775
A4 	 CH 	 80 	 00 	 7 	 1.7246328038842798e-05 	 3.153639351776473e-05 	 1.828585971850781 	 6.035429751945262
A4 	 CH 	 80 	 22,5 	 average 	 3.3059829045473137e-06 	 2.556133554429782e-05 	 7.739049541179387 	 20.13889159384972
A4 	 CH 	 80 	 22,5 	 1 	 3.0981243137156946e-06 	 3.507645325743084e-05 	 11.321835312464387 	 24.26733189709736
A4 	 CH 	 80 	 22,5 	 2 	 3.4862568867940448e-06 	 3.600534559871365e-05 	 10.327794757495363 	 23.348387809122734
A4 	 CH 	 80 	 22,5 	 3 	 3.2511476676409853e-06 	 2.4122674600518937e-05 	 7.41974129339447 	 20.04144190452108
A4 	 CH 	 80 	 22,5 	 4 	 3.046955668430646e-06 	 2.1738934886584804e-05 	 7.13464101621852 	 19.64961936589266
A4 	 CH 	 80 	 22,5 	 5 	 3.277303596633431e-06 	 2.3142863490985728e-05 	 7.061556187458173 	 19.546654503682525
A4 	 CH 	 80 	 22,5 	 6 	 3.425620649287434e-06 	 1.7831582480575857e-05 	 5.205358183570332 	 16.496885149865566
A4 	 CH 	 80 	 22,5 	 7 	 3.248096028045282e-06 	 1.7820325395264592e-05 	 5.486391178523419 	 17.02270694844543
A4 	 CH 	 80 	 45 	 average 	 8.006795541181585e-06 	 4.0916026157088295e-05 	 5.082607211473048 	 15.872732269418355
A4 	 CH 	 80 	 45 	 1 	 7.82306648189542e-06 	 4.416240077004262e-05 	 5.645152175588145 	 17.30797154826964
A4 	 CH 	 80 	 45 	 2 	 8.183980407049064e-06 	 4.28797617513206e-05 	 5.239475123179328 	 16.562213259836792
A4 	 CH 	 80 	 45 	 3 	 8.64518259315185e-06 	 7.06736548514372e-05 	 8.174917543953352 	 21.01070630365887
A4 	 CH 	 80 	 45 	 4 	 7.361032653046199e-06 	 2.949862701701327e-05 	 4.007403364092664 	 13.88143491447302
A4 	 CH 	 80 	 45 	 5 	 7.45142502618434e-06 	 4.179070282541675e-05 	 5.608417541418459 	 17.242686015645447
A4 	 CH 	 80 	 45 	 6 	 7.935923108895461e-06 	 3.148453287958132e-05 	 3.9673434895418747 	 13.780967245097367
A4 	 CH 	 80 	 45 	 7 	 8.365061007163241e-06 	 4.146580756628436e-05 	 4.957023927354025 	 16.008055460096447
A4 	 CH 	 80 	 67,5 	 average 	 1.2201960034688059e-05 	 3.4655841800988704e-05 	 2.851183257639701 	 10.143891685537408
A4 	 CH 	 80 	 67,5 	 1 	 1.1792360960445946e-05 	 4.447804293749536e-05 	 3.7717674252581017 	 13.275437046672176
A4 	 CH 	 80 	 67,5 	 2 	 1.2060008171065337e-05 	 4.989983204161438e-05 	 4.137628377510992 	 14.201227680190476
A4 	 CH 	 80 	 67,5 	 3 	 1.2666570898641146e-05 	 3.745390038473237e-05 	 2.9569092285861185 	 10.841445432690142
A4 	 CH 	 80 	 67,5 	 4 	 1.113975718743782e-05 	 2.4143120348794823e-05 	 2.1672932311326094 	 7.7347903002763
A4 	 CH 	 80 	 67,5 	 5 	 1.1352755052837064e-05 	 3.442248087653566e-05 	 3.032081703192693 	 11.092494143803517
A4 	 CH 	 80 	 67,5 	 6 	 1.2840683662535359e-05 	 3.211790091709534e-05 	 2.5012609734171853 	 9.1679499407947
A4 	 CH 	 80 	 67,5 	 7 	 1.2748212249310815e-05 	 2.321407664707127e-05 	 1.8209672221551108 	 5.993678006686494
A4 	 CH 	 80 	 90 	 average 	 9.226549398517138e-06 	 4.2260824939624896e-05 	 4.587928481858903 	 15.038403083986541
A4 	 CH 	 80 	 90 	 1 	 8.829831675810964e-06 	 4.700509409299292e-05 	 5.323441693884365 	 16.72120029122023
A4 	 CH 	 80 	 90 	 2 	 1.0261293395410801e-05 	 4.8276043306248605e-05 	 4.704674298450456 	 15.485565460823299
A4 	 CH 	 80 	 90 	 3 	 9.248445448973762e-06 	 5.404003544266225e-05 	 5.843147990742456 	 17.652696911212203
A4 	 CH 	 80 	 90 	 4 	 8.835804984287674e-06 	 3.5174023547101185e-05 	 3.980851049751507 	 13.814956280334851
A4 	 CH 	 80 	 90 	 5 	 8.197688061688605e-06 	 4.390893371846497e-05 	 5.356258177677033 	 16.78265630116959
A4 	 CH 	 80 	 90 	 6 	 9.176742449037925e-06 	 3.93745070343327e-05 	 4.290684548792219 	 14.564462886932642
A4 	 CH 	 80 	 90 	 7 	 1.0325039477756635e-05 	 4.404301084352347e-05 	 4.265650600020067 	 14.505947132771851
A4 	 SX 	 10 	 00 	 average 	 2.519670224477933e-05 	 0.002785303482268753 	 111.23131272706156 	 46.49618973126957
A4 	 SX 	 10 	 00 	 1 	 2.5061157034267862e-05 	 0.004385923610925333 	 175.00882361210037 	 51.648363932930096
A4 	 SX 	 10 	 00 	 2 	 2.454693082189035e-05 	 0.004068533833367639 	 165.74511342735445 	 51.104511470467926
A4 	 SX 	 10 	 00 	 3 	 2.4949076542851753e-05 	 0.003210366803129523 	 128.67677878239292 	 48.57303669281567
A4 	 SX 	 10 	 00 	 4 	 2.3738366722259966e-05 	 0.0024048850591830455 	 101.30794116209917 	 46.181648007003595
A4 	 SX 	 10 	 00 	 5 	 2.5532617109325933e-05 	 0.0027074406615971657 	 106.03850948786044 	 46.63802325190958
