arr ; signal ; angle ; dist ; pNoise ; pSigna ; snr_DB ; TDOA_real1 ; TDOA_real2 ; TDOA_CSOM1 ; TDOA_CSOM2 ; angleReal ; angleLIN ; angleNOL ; distanceReal ; distanceLIN ; distanceNOL
A4 ; CH ; 00 ; 40 ; [1.5322026004795648e-05, 1.696905385113082e-05, 1.653843187233778e-05, 1.3079910918538268e-05, 1.7523890511364025e-05, 1.576597399935141e-05, 1.5967711985816507e-05, 1.576702213202996e-05] ; [0.0002729723471497229, 0.00026732139041995255, 0.00018881812960848328, 0.0002732241918558499, 0.0002567702441019432, 0.0001497272650625553, 0.00016793669855982155, 0.00011181673422494434] ; [28.800790962500823, 27.570603204746998, 24.35097397671017, 30.392151382645718, 26.846165712177413, 22.509613327112152, 23.530184316656275, 19.589406775809973] ; 0.0 ; 0.0 ; 0.0025833333333333333 ; 0.0025416666666666665 ; 0.0 ; 63.82637048036847 ; 63.82751221651719 ; 40.0 ; 48.81561199345837 ; 48.81645957041838
A4 ; CH ; 22,5 ; 40 ; [1.6277932332846208e-05, 1.655482810536854e-05, 1.596001460444826e-05, 1.668340888616291e-05, 1.61293969078685e-05, 1.5818995186440458e-05, 1.8453239384643484e-05, 1.7362278577863517e-05] ; [0.000198058465050025, 0.00018162122447735492, 0.00026325856520289663, 0.0001383481441943108, 0.00019633079825378047, 0.00012977038795710822, 0.00020251337696752984, 0.0002682034597707879] ; [24.987519192125394, 23.952455465134893, 28.030501797811368, 21.15358546572282, 24.99157480810823, 21.04555197392719, 23.955660119854564, 27.37445915625713] ; 0.0011154993233347856 ; 0.0010700753391151118 ; 0.0012604166666666666 ; 0.001125 ; 22.5 ; 24.61297355810359 ; 24.6255608940981 ; 40.0 ; 14.40360834893266 ; 14.391121877704219
A4 ; CH ; 45 ; 40 ; [1.4405262477020989e-05, 1.5881151536614402e-05, 1.624094394864136e-05, 1.5493696238129116e-05, 1.5471308725970713e-05, 1.5472125583643996e-05, 1.6240741047570943e-05, 1.5094284041242415e-05] ; [0.0001498010392634577, 0.0002851228674686544, 0.00017124323841355673, 0.00018536526019360304, 0.00013681592738626173, 0.0001010486869380083, 0.000137302261601955, 0.0002242941346098138] ; [23.417144191177677, 28.877872332007833, 23.55549534685691, 24.818950110894598, 21.796491679955373, 18.765623940729444, 21.34661819911184, 26.986421595872933] ; 0.002050828700884231 ; 0.001986609704587298 ; 0.0021770833333333334 ; 0.00209375 ; 45.0 ; 48.393916141674126 ; 48.39755689626782 ; 40.0 ; 30.612459654199295 ; 30.61139104041392
A4 ; CH ; 67,5 ; 40 ; [1.3007521487120851e-05, 1.5196026196359201e-05, 1.5510075539908102e-05, 1.507108587387957e-05, 1.3492075813619074e-05, 1.5426108734459632e-05, 1.4589988612885934e-05, 1.4409761498831684e-05] ; [0.00010608839313876943, 0.00018604914006865503, 0.00013964949622864053, 6.360538728586336e-05, 0.0001635850212672691, 0.00012105222104648929, 0.00013081941040357824, 0.00017522843502836368] ; [20.987448780648638, 25.04976873515399, 21.97645837422511, 14.39920107135025, 24.952303265938923, 20.60160585124335, 21.934822435336407, 24.981846069360742] ; 0.0026596435083778226 ; 0.0026142481147860028 ; 0.0027916666666666667 ; 0.0026770833333333334 ; 67.5 ; 73.66595934915625 ; 73.6786080100243 ; 40.0 ; 12.018309373071322 ; 12.025927569198538
A4 ; CH ; 90 ; 40 ; [1.1054188304113338e-05, 1.1787726870608983e-05, 1.136533440706666e-05, 1.098871120288842e-05, 1.0218754794462434e-05, 1.0900259662556069e-05, 1.2003384484616591e-05, 1.1206935864521466e-05] ; [0.00011066393030165493, 0.00014868093492897982, 0.0002450903068611192, 0.00014976976379432882, 0.0001455593337457496, 0.00010766948778530636, 0.00011208694352561541, 0.0001989682952423194] ; [23.036885655570988, 25.3474373911965, 30.710588608992126, 26.122307153243188, 26.563590582736825, 22.902796253473753, 22.340862012163743, 28.766126313930393] ; 0.002853923665782511 ; 0.002853923665782511 ; 0.00042708333333333335 ; 0.0003541666666666667 ; 90.0 ; 7.794355606935113 ; 7.80473760482721 ; 40.0 ; 9.552195448152727 ; 9.552189771980899
A4 ; CH ; 00 ; 60 ; [5.54933129439527e-06, 7.579338819213759e-06, 6.099618652178095e-06, 5.887155171939875e-06, 6.441772127275124e-06, 5.435345623059055e-06, 6.853138128439313e-06, 5.895920869491218e-06] ; [7.624820139043922e-05, 8.763750621302754e-05, 0.00010633277392580728, 9.205051855013797e-05, 7.16169838705914e-05, 9.588235925049005e-05, 9.174125748586602e-05, 6.257282117832724e-05] ; [26.203163938844092, 24.477830905945783, 28.583473000283924, 27.49564652910773, 24.085285734292192, 28.701989048967835, 25.942655278282448, 23.620702836007872] ; 0.0 ; 0.0 ; 0.0025833333333333333 ; 0.0024895833333333332 ; 0.0 ; 62.69096832110945 ; 62.69657937552731 ; 60.0 ; 22.314386017461132 ; 22.31646670946905
A4 ; CH ; 22,5 ; 60 ; [1.4930056225591045e-05, 1.6281726481246714e-05, 1.4427038555786005e-05, 1.3417217131881816e-05, 1.4146149380848841e-05, 1.3406149897806158e-05, 1.5666051822569418e-05, 1.5947263916549654e-05] ; [7.863932939969047e-05, 3.5080757272385054e-05, 8.014302616570477e-05, 3.5825312260710965e-05, 5.623650520966986e-05, 3.817808554277228e-05, 6.396156461950438e-05, 4.1877450738261133e-05] ; [16.61495570840514, 7.676093501149007, 17.14708742050334, 9.821159471376305, 13.801236464248714, 10.465481248361, 14.067862832314313, 9.654602402916957] ; 0.0011077265252272205 ; 0.0010774464030126527 ; -0.0013645833333333333 ; -0.0014375 ; 22.5 ; nan ; nan ; 60.00000000000001 ; nan ; nan
A4 ; CH ; 45 ; 60 ; [1.7822042137384128e-06, 1.9857863703959337e-06, 1.96811903205399e-06, 1.935772646793674e-06, 1.5866710819864186e-06, 1.577371868989691e-06, 1.7938410189237595e-06, 1.7638116526834508e-06] ; [0.00011824292791568034, 5.720636033675863e-05, 6.263936640034676e-05, 5.341775407864111e-05, 5.3311363575658205e-05, 2.7447159297443397e-05, 6.32924222545241e-05, 8.682804347046527e-05] ; [41.94890298833456, 33.60650094841973, 34.60315656126134, 33.176366166409, 35.145113464057246, 28.565025881294225, 35.63406468869633, 38.96452471914917] ; 0.002040027744747268 ; 0.001997211176330425 ; 0.00215625 ; 0.0021145833333333333 ; 45.0 ; 48.400649296327416 ; 48.40155968884111 ; 60.00000000000001 ; 61.2390140169636 ; 61.238485879920525
A4 ; CH ; 67,5 ; 60 ; [2.1609229414246534e-05, 3.157014768784392e-05, 3.0300859776728594e-05, 2.2955169456260127e-05, 2.936215561362222e-05, 3.055866577414046e-05, 2.633061563660791e-05, 3.0109075808700242e-05] ; [3.9120149632037316e-05, 6.370432517642898e-05, 8.01575755530976e-05, 4.628301736685286e-05, 5.742844681922553e-05, 3.9928846415684626e-05, 6.528882677614374e-05, 6.754256278716565e-05] ; [5.935171589838046, 7.020404787659389, 9.728183042007366, 7.012319384932438, 6.708331486131799, 2.6745072637005105, 9.080885608106598, 8.079313107790691] ; 0.00265230568182414 ; 0.002622034031988214 ; 0.00021875 ; 0.00014583333333333335 ; 67.5 ; 3.5138910454095225 ; 3.5419715609427698 ; 60.00000000000001 ; 4.4908340655048855 ; 4.516500405884294
A4 ; CH ; 90 ; 60 ; [1.2247528092409938e-05, 1.2737130673043765e-05, 1.2569298141588872e-05, 1.1986889293615169e-05, 1.1728989920183467e-05, 1.191805439255093e-05, 1.3499298332013855e-05, 1.2342066702636112e-05] ; [8.542300032941234e-05, 7.520339985752782e-05, 5.561734308704531e-05, 7.789525969543692e-05, 7.32849238912188e-05, 4.416766859045139e-05, 6.0395646072350736e-05, 6.491216867414956e-05] ; [19.422912609794928, 17.756750379235307, 14.872378935917926, 18.715516062303973, 18.32291362800885, 13.099386153540939, 14.982793087604387, 16.600216205572636] ; 0.002854324967235023 ; 0.002854324967235023 ; 0.00040625 ; 0.0003333333333333333 ; 90.0 ; 7.368725318595054 ; 7.379702602656025 ; 60.0 ; 9.051695032633326 ; 9.051689035426763
A4 ; CH ; 00 ; 80 ; [1.6182296932016124e-05, 1.7623166804733638e-05, 1.6332133591903465e-05, 1.4089302384283635e-05, 1.6345012540133008e-05, 1.591863154838072e-05, 1.7246328038842794e-05, 1.9002356821918196e-05] ; [3.366081183857171e-05, 4.311224349140483e-05, 3.939008618603533e-05, 3.863295656417417e-05, 3.016048548434705e-05, 2.6384021528845784e-05, 3.153639351776474e-05, 3.174763627325086e-05] ; [7.324164445223302, 8.945926962854367, 8.803796118108394, 10.08689895914344, 6.126098325801955, 5.052683630926785, 6.0354297519452675, 5.132552597481533] ; 0.0 ; 0.0 ; 0.0026354166666666665 ; 6.25e-05 ; 0.0 ; 2.484492860920625 ; 15.22946913204484 ; 80.0 ; 0.9174508626472399 ; 0.9389833281453522
A4 ; CH ; 22,5 ; 80 ; [3.0981243137156946e-06, 3.4862568867940448e-06, 3.2511476676409853e-06, 3.0469556684306454e-06, 3.277303596633431e-06, 3.425620649287434e-06, 3.248096028045281e-06, 3.614358425830993e-06] ; [3.507645325743083e-05, 3.6005345598713626e-05, 2.4122674600518947e-05, 2.1738934886584818e-05, 2.314286349098573e-05, 1.7831582480575857e-05, 1.782032539526459e-05, 2.8752504644308155e-05] ; [24.26733189709735, 23.34838780912273, 20.041441904521086, 19.64961936589267, 19.54665450368253, 16.496885149865566, 17.022706948445432, 20.73810517217041] ; 0.0011038708706286923 ; 0.0010811614443784906 ; 0.0012604166666666666 ; 0.0011979166666666666 ; 22.5 ; 25.48105008871356 ; 25.483668115126846 ; 80.0 ; 31.95186279879082 ; 31.946755229153627
A4 ; CH ; 45 ; 80 ; [7.82306648189542e-06, 8.183980407049064e-06, 8.64518259315185e-06, 7.361032653046199e-06, 7.45142502618434e-06, 7.935923108895458e-06, 8.365061007163245e-06, 8.288693052067098e-06] ; [4.416240077004262e-05, 4.287976175132056e-05, 7.067365485143717e-05, 2.949862701701327e-05, 4.179070282541677e-05, 3.148453287958132e-05, 4.146580756628436e-05, 2.5372721595610244e-05] ; [17.30797154826964, 16.56221325983679, 21.010706303658864, 13.881434914473017, 17.242686015645454, 13.78096724509737, 16.008055460096447, 11.18782340826925] ; 0.002034641255217915 ; 0.0020025278041855524 ; 0.0021458333333333334 ; 0.0021354166666666665 ; 45.0 ; 48.56041703305956 ; 48.56047397450402 ; 80.0 ; 244.80902945835604 ; 244.80902945529846
A4 ; CH ; 67,5 ; 80 ; [1.1792360960445946e-05, 1.2060008171065334e-05, 1.2666570898641146e-05, 1.1139757187437814e-05, 1.1352755052837059e-05, 1.2840683662535364e-05, 1.2748212249310818e-05, 1.3015332095230996e-05] ; [4.447804293749536e-05, 4.989983204161432e-05, 3.745390038473233e-05, 2.4143120348794843e-05, 3.4422480876535684e-05, 3.211790091709533e-05, 2.3214076647071277e-05, 3.151738025457045e-05] ; [13.275437046672176, 14.20122768019047, 10.841445432690131, 7.7347903002763125, 11.092494143803528, 9.167949940794692, 5.993678006686494, 8.844110933185464] ; 0.002648601196930111 ; 0.0026258953451243155 ; 0.0027395833333333335 ; 0.0027395833333333335 ; 67.5 ; 90.0 ; 89.99999816476415 ; 80.0 ; 3.061915139347969 ; 3.097790616987353
A4 ; CH ; 90 ; 80 ; [8.82983167581096e-06, 1.0261293395410801e-05, 9.248445448973758e-06, 8.835804984287674e-06, 8.197688061688601e-06, 9.176742449037925e-06, 1.0325039477756635e-05, 8.937549695170744e-06] ; [4.700509409299295e-05, 4.8276043306248646e-05, 5.404003544266224e-05, 3.5174023547101205e-05, 4.390893371846497e-05, 3.937450703433271e-05, 4.404301084352347e-05, 2.6264951531673066e-05] ; [16.72120029122024, 15.485565460823306, 17.652696911212207, 13.814956280334858, 16.782656301169595, 14.564462886932645, 14.505947132771851, 10.779739407427657] ; 0.0028544654469417484 ; 0.0028544654469417484 ; 0.000375 ; 0.00034375 ; 90.0 ; 7.2164798950556985 ; 7.218518624614006 ; 80.0 ; 20.53540363755485 ; 20.52470653547071
A4 ; SX ; 00 ; 10 ; [2.5061157034267876e-05, 2.454693082189036e-05, 2.494907654285176e-05, 2.3738366722259966e-05, 2.5532617109325926e-05, 2.3822677810482444e-05, 2.5326560089348318e-05, 2.8596231827808004e-05] ; [0.004385923610925333, 0.004068533833367641, 0.0032103668031295217, 0.0024048850591830446, 0.002707440661597167, 0.001849512444138295, 0.0016825182044136497, 0.0019732472413953725] ; [51.64836393293009, 51.104511470467926, 48.57303669281567, 46.18164800700359, 46.63802325190959, 43.52039363444846, 41.96193230344163, 42.3416085571396] ; 0.0 ; 0.0 ; 5.208333333333334e-05 ; -4.1666666666666665e-05 ; 0.0 ; 0.9289874077175995 ; -0.9258340224011903 ; 10.0 ; 8.098908699145072 ; 4.617079303315079
A4 ; SX ; 22,5 ; 10 ; [6.0329323167281826e-06, 5.988340468205568e-06, 5.726552829817214e-06, 6.156031646332126e-06, 5.718314795942301e-06, 4.771158819599269e-06, 6.531953375211924e-06, 5.8761060572940515e-06] ; [0.003454222745148675, 0.0039363284187812625, 0.003167804197948693, 0.0018247055943921436, 0.0022092351806269274, 0.0013734945495950698, 0.001508469552122738, 0.002241308456460088] ; [63.50119565114583, 64.88189371063488, 63.156801955095816, 56.917415781689954, 59.56727516610656, 56.62524322752922, 54.42144837008874, 59.43920799276541] ; 0.0011892571828179205 ; 0.001007154005840687 ; 0.0012916666666666667 ; 0.0010416666666666667 ; 22.5 ; 23.849861270025173 ; 23.893596305160898 ; 10.0 ; 7.665230756937345 ; 7.641371507277537
